,Make,Model,Year,Style,Distance,Engine,Fuel_type,Price,km_year,Transmission,km_year_cat,mean_make_price_by_year
17876,Hyundai,Matrix,2004,Minivan,165000.0,1600.0,Petrol,2900.0,9166.666666666666,Manual,Small,3032.317073170732
17877,Rare,Xsara,2001,Sedan,200000.0,1400.0,Petrol,950.0,9523.809523809525,Manual,Small,2948.784090909091
17878,Toyota,Avensis,2000,Universal,299000.0,1999.0,Diesel,2990.0,13590.90909090909,Manual,Medium,3779.4
17879,Renault,Grand Scenic,2012,Minivan,167000.0,1500.0,Diesel,6000.0,16700.0,Manual,Medium,6612.572916666667
17880,BMW,M Models,2008,Sedan,251000.0,3000.0,Diesel,10000.0,17928.571428571428,Automatic,Medium,10149.103174603175
17881,Lexus,CT Series,2013,Hatchback,187000.0,1800.0,Petrol,10900.0,20777.777777777777,Automatic,Medium,17634.196969696968
17882,Toyota,Auris,2014,Universal,201000.0,1798.0,Hybrid,9500.0,25125.0,Automatic,Medium,11659.633802816901
17883,Audi,A4,2009,Universal,169000.0,2000.0,Petrol,10500.0,13000.0,Automatic,Medium,10905.609375
17884,Renault,Megane,2006,Universal,301500.0,1461.0,Diesel,3400.0,18843.75,Manual,Medium,3000.4754098360654
17885,BMW,X3,2007,SUV,30000.0,2000.0,Diesel,5000.0,2000.0,Manual,Small,8997.91304347826
17886,Volkswagen,Golf,2010,Universal,195000.0,1200.0,Petrol,6400.0,16250.0,Manual,Medium,7634.354497354498
17887,Opel,Vectra,2004,Universal,262000.0,1800.0,Metan/Propan,4500.0,14555.555555555557,Manual,Medium,3162.0581395348836
17888,Toyota,Previa,2004,Minivan,306000.0,2000.0,Diesel,6500.0,17000.0,Manual,Medium,5250.457943925234
17889,BMW,5 Series,1995,Sedan,265287.0,2000.0,Petrol,2650.0,9825.444444444443,Automatic,Small,2855.842105263158
17890,Ford,Focus,2000,Hatchback,180000.0,1800.0,Petrol,2000.0,8181.818181818182,Manual,Small,1733.157894736842
17891,Mercedes,E Class,2003,Sedan,294689.0,2600.0,Petrol,6999.0,15509.947368421052,Automatic,Medium,4848.241666666667
17892,Peugeot,Expert,2010,Minivan,188000.0,2000.0,Diesel,6999.0,15666.666666666666,Manual,Medium,4220.789473684211
17893,Mazda,CX-3,2015,Crossover,169000.0,1500.0,Diesel,12990.0,24142.85714285714,Manual,Medium,14257.111111111111
17894,Vaz,2110,2003,Sedan,169857.0,1600.0,Petrol,16500.0,8939.842105263158,Manual,Small,4422.923076923077
17895,Rare,QX50,2018,Crossover,22900.0,2000.0,Petrol,16450.0,5725.0,Automatic,Small,41861.15873015873
17896,Mercedes,A Class,2011,Hatchback,183000.0,1500.0,Petrol,7490.0,16636.363636363636,Automatic,Medium,13172.359375
17897,Mercedes,S Class,1999,Sedan,317000.0,3200.0,Metan/Propan,5500.0,13782.608695652174,Automatic,Medium,3392.362068965517
17898,Volkswagen,Passat,1992,Universal,250000.0,200.0,Metan/Propan,1250.0,8333.333333333334,Manual,Small,2155.7619047619046
17899,Mazda,626,1998,Sedan,11111.0,2000.0,Petrol,1000.0,462.9583333333333,Manual,Small,5429.9
17900,Toyota,Auris,2014,Hatchback,184000.0,1400.0,Diesel,8299.0,23000.0,Manual,Medium,11659.633802816901
17901,Rare,400 Series,1997,Sedan,205000.0,1600.0,Petrol,2000.0,8200.0,Manual,Small,1908.75
17902,Mercedes,E Class,2012,Sedan,180000.0,2143.0,Diesel,17500.0,18000.0,Automatic,Medium,16124.949152542373
17903,Mercedes,Viano,2011,Minivan,196000.0,2143.0,Diesel,15900.0,17818.18181818182,Automatic,Medium,13172.359375
17904,Peugeot,306,1995,Sedan,270000.0,1400.0,Petrol,799.0,10000.0,Manual,Small,1187.25
17905,Nissan,Primera,1991,Sedan,270000.0,1600.0,Metan/Propan,1400.0,8709.677419354839,Manual,Small,2927.777777777778
17906,Mercedes,E Class,2005,Sedan,290000.0,3000.0,Diesel,10000.0,17058.823529411766,Automatic,Medium,6184.598360655737
17907,Toyota,Auris,2010,Hatchback,169000.0,1400.0,Diesel,6800.0,14083.333333333334,Manual,Medium,8341.671957671957
17908,Mitsubishi,Outlander,2015,Crossover,154000.0,2000.0,Plug-in Hybrid,17800.0,22000.0,Automatic,Medium,14098.78947368421
17909,Mitsubishi,Eclipse,2007,Coupe,112478.0,2400.0,Petrol,4750.0,7498.533333333334,Automatic,Small,6908.903225806452
17910,Rare,Countryman,2012,Crossover,165000.0,1600.0,Petrol,8750.0,16500.0,Automatic,Medium,12690.562913907284
17911,Audi,A6,2005,Sedan,263587.0,2400.0,Petrol,6250.0,15505.117647058823,Automatic,Medium,6300.25
17912,Skoda,Rapid,2015,Sedan,173458.0,1400.0,Diesel,7950.0,24779.714285714286,Manual,Medium,12547.511811023622
17913,BMW,3 Series,2004,Sedan,268548.0,1800.0,Petrol,4950.0,14919.333333333334,Manual,Medium,6565.737588652482
17914,Audi,Q5,2015,SUV,104000.0,2000.0,Diesel,25450.0,14857.142857142857,Automatic,Medium,20316.62162162162
17915,Chevrolet,Captiva,2010,Universal,2000.0,2000.0,Diesel,9950.0,166.66666666666666,Automatic,Small,4162.5
17916,Mercedes,E Class,2018,Sedan,210000.0,2000.0,Diesel,26650.0,52500.0,Automatic,Large,43475.56603773585
17917,Volkswagen,Jetta,2014,Sedan,120000.0,1800.0,Petrol,7200.0,15000.0,Automatic,Medium,10385.424
17918,Rare,Largus,1985,Sedan,120555.0,1300.0,Petrol,550.0,3258.243243243244,Manual,Small,3466.1111111111113
17919,Audi,A6,2009,Universal,215000.0,2000.0,Petrol,7999.0,16538.46153846154,Automatic,Medium,10905.609375
17920,Rare,Berlingo,2003,Minivan,350000.0,1900.0,Diesel,2000.0,18421.052631578947,Manual,Medium,3283.3076923076924
17921,Hyundai,Santa FE,2006,Crossover,256000.0,2200.0,Diesel,8300.0,16000.0,Automatic,Medium,5590.166666666667
17922,Volkswagen,Caddy,2009,Minivan,200000.0,1400.0,Metan/Propan,4500.0,15384.615384615385,Manual,Medium,6867.01030927835
17923,Mercedes,E Class,2011,Sedan,180000.0,2000.0,Petrol,12000.0,16363.636363636364,Automatic,Medium,13172.359375
17924,Mitsubishi,Lancer,2008,Sedan,185000.0,1600.0,Petrol,4500.0,13214.285714285714,Manual,Medium,7443.508771929824
17925,Mazda,626,2000,Hatchback,230000.0,2000.0,Diesel,3200.0,10454.545454545454,Manual,Medium,2094.9166666666665
17926,Rare,408,1973,Sedan,123456.0,1500.0,Petrol,500.0,2519.5102040816328,Manual,Small,500.0
17927,Rare,Xf,2012,Sedan,148500.0,2200.0,Diesel,14500.0,14850.0,Automatic,Medium,12690.562913907284
17928,Volkswagen,Touran,2006,Minivan,242292.0,1984.0,Metan/Propan,4300.0,15143.25,Manual,Medium,5334.830687830688
17929,Mitsubishi,Outlander,2003,Crossover,225918.0,2000.0,Metan/Propan,6000.0,11890.421052631578,Automatic,Medium,4877.972972972973
17930,Dacia,Logan,2014,Sedan,217000.0,1149.0,Metan/Propan,3500.0,27125.0,Manual,Medium,6257.141732283465
17931,BMW,X3,2008,Crossover,205000.0,200.0,Diesel,9500.0,14642.857142857143,Automatic,Medium,10149.103174603175
17932,Rare,Jumpy,2006,Microvan,240000.0,2000.0,Diesel,5000.0,15000.0,Manual,Medium,5889.121621621622
17933,Mitsubishi,Pajero Pinin,2002,SUV,100000.0,2000.0,Petrol,4500.0,5000.0,Manual,Small,3389.1666666666665
17934,Lexus,RX Series,2014,Universal,162100.0,2700.0,Metan/Propan,22500.0,20262.5,Automatic,Medium,19446.744680851065
17935,Toyota,Corolla,2011,Sedan,164000.0,1400.0,Petrol,6450.0,14909.09090909091,Manual,Medium,9083.448087431694
17936,Volkswagen,Golf,2008,Universal,235000.0,1396.0,Petrol,5400.0,16785.714285714286,Manual,Medium,5636.201219512195
17937,Renault,Kangoo,2012,Minivan,166221.0,1500.0,Diesel,6300.0,16622.1,Manual,Medium,6612.572916666667
17938,Ford,Galaxy,2001,Minivan,320000.0,1900.0,Diesel,3500.0,15238.09523809524,Manual,Medium,2261.96
17939,Audi,80,1994,Sedan,320000.0,1600.0,Petrol,2200.0,11428.57142857143,Manual,Medium,1960.032258064516
17940,Dacia,Logan Mcv,2008,Universal,200000.0,1595.0,Metan/Propan,4100.0,14285.714285714286,Manual,Medium,2967.1929824561403
17941,Audi,A6,2002,Universal,400000.0,2500.0,Diesel,4850.0,20000.0,Automatic,Medium,3988.3055555555557
17942,Dacia,Lodgy,2012,Universal,164900.0,1500.0,Diesel,6150.0,16490.0,Manual,Medium,5705.993710691824
17943,Mercedes,M Class,2008,Crossover,300088.0,3000.0,Diesel,7700.0,21434.85714285714,Automatic,Medium,9584.293333333333
17944,Audi,A6,1993,Sedan,440036.0,2600.0,Petrol,1400.0,15173.655172413792,Automatic,Medium,2319.153846153846
17945,Mercedes,C Class,1995,Sedan,360000.0,2000.0,Petrol,2700.0,13333.333333333334,Manual,Medium,3637.472972972973
17946,Mercedes,M Class,2008,SUV,302854.0,3000.0,Diesel,7500.0,21632.42857142857,Automatic,Medium,9584.293333333333
17947,Mercedes,C Class,1995,Sedan,350000.0,2000.0,Petrol,2650.0,12962.962962962964,Manual,Medium,3637.472972972973
17948,Volkswagen,Passat,1982,Sedan,111111.0,1600.0,Petrol,600.0,2777.775,Manual,Small,682.0
17949,Opel,Vectra,1995,Hatchback,111111.0,1600.0,Petrol,1350.0,4115.222222222223,Manual,Small,1315.1290322580646
17950,Volvo,400 Series,1995,Sedan,140000.0,2000.0,Petrol,1200.0,5185.185185185185,Manual,Small,1542.857142857143
17951,Rare,Nexia,2008,Sedan,350000.0,1500.0,Metan/Propan,650.0,25000.0,Manual,Medium,5922.762376237623
17952,Volkswagen,Touran,2009,Minivan,175000.0,1400.0,Petrol,5400.0,13461.53846153846,Manual,Medium,6867.01030927835
17953,Opel,Astra,2011,Hatchback,168000.0,1300.0,Diesel,6000.0,15272.727272727272,Manual,Medium,6043.905027932961
17954,Toyota,Auris,2007,Hatchback,22000.0,1400.0,Diesel,5300.0,1466.6666666666667,Manual,Small,6360.069958847736
17955,Peugeot,307,2002,Hatchback,400000.0,1400.0,Diesel,2500.0,20000.0,Manual,Medium,2269.076923076923
17956,BMW,2 Series,2016,Minivan,139990.0,1496.0,Diesel,13500.0,23331.666666666668,Automatic,Medium,25874.947368421053
17957,Peugeot,307,2005,Hatchback,238000.0,1400.0,Petrol,3200.0,14000.0,Manual,Medium,3455.8205128205127
17958,Chevrolet,Aveo,2011,Sedan,90000.0,1206.0,Petrol,2700.0,8181.818181818182,Manual,Small,9251.807692307691
17959,Dacia,Duster,2011,Crossover,149000.0,1500.0,Diesel,6850.0,13545.454545454546,Manual,Medium,5570.698275862069
17960,Toyota,Land Cruiser Prado,2010,SUV,180000.0,300.0,Diesel,22800.0,15000.0,Automatic,Medium,8341.671957671957
17961,Mercedes,Vito,2008,Minivan,300000.0,2200.0,Diesel,8200.0,21428.571428571428,Manual,Medium,9584.293333333333
17962,Opel,Vectra,1995,Sedan,111111.0,2000.0,Petrol,1600.0,4115.222222222223,Manual,Small,1315.1290322580646
17963,Mercedes,M Class,2009,Crossover,327666.0,3000.0,Diesel,16500.0,25205.07692307692,Automatic,Medium,10871.91011235955
17964,Volkswagen,Passat,1991,Universal,196000.0,1800.0,Petrol,1500.0,6322.580645161291,Manual,Small,2613.288888888889
17965,Hyundai,Sonata,2012,Sedan,210600.0,1999.0,Hybrid,10300.0,21060.0,Automatic,Medium,9105.966666666667
17966,Volkswagen,Passat,2012,Universal,330000.0,1598.0,Diesel,6500.0,33000.0,Manual,Large,9214.12987012987
17967,Mercedes,E Class,1999,Universal,220000.0,1998.0,Metan/Propan,2500.0,9565.217391304348,Manual,Small,3392.362068965517
17968,Rare,Cayenne,2004,SUV,210000.0,4500.0,Metan/Propan,6000.0,11666.666666666666,Automatic,Medium,4035.8270676691727
17969,BMW,7 Series,1997,Sedan,380000.0,2800.0,Petrol,4900.0,15200.0,Automatic,Medium,3073.2
17970,Mercedes,CLK Class,2003,Coupe,370000.0,1800.0,Metan/Propan,6000.0,19473.68421052632,Automatic,Medium,4848.241666666667
17971,Ford,Escort,1996,Universal,1111.0,1400.0,Metan/Propan,1250.0,42.73076923076923,Manual,Small,3016.6666666666665
17972,Volkswagen,Passat,2006,Sedan,257000.0,2000.0,Petrol,5000.0,16062.5,Automatic,Medium,5334.830687830688
17973,Volkswagen,Touareg,2006,SUV,27000.0,2500.0,Diesel,9700.0,1687.5,Automatic,Small,5334.830687830688
17974,Hyundai,H200,2004,Minivan,240000.0,2500.0,Diesel,4999.0,13333.333333333334,Manual,Medium,3032.317073170732
17975,BMW,5 Series,2017,Sedan,90000.0,1995.0,Diesel,31500.0,18000.0,Automatic,Medium,33088.20491803279
17976,Volvo,V50,2004,Universal,430000.0,2000.0,Diesel,2200.0,23888.88888888889,Manual,Medium,6308.058823529412
17977,Rare,300c,2006,Sedan,136432.0,2700.0,Metan/Propan,6500.0,8527.0,Automatic,Small,5889.121621621622
17978,Rare,C5,2009,Sedan,175000.0,2000.0,Metan/Propan,6200.0,13461.53846153846,Automatic,Medium,7006.871559633028
17979,BMW,5 Series,2000,Hatchback,400000.0,200.0,Metan/Propan,3900.0,18181.81818181818,Manual,Medium,4076.9080459770116
17980,Hyundai,Elantra,2007,Sedan,180000.0,1600.0,Metan/Propan,4300.0,12000.0,Manual,Medium,5130.8
17981,Volvo,S60,2015,Sedan,65000.0,1969.0,Petrol,14900.0,9285.714285714286,Automatic,Small,17799.574074074073
17982,Dacia,Duster,2011,Universal,170000.0,1500.0,Diesel,6700.0,15454.545454545454,Manual,Medium,5570.698275862069
17983,Nissan,Qashqai,2012,Hatchback,152000.0,1500.0,Diesel,8700.0,15200.0,Manual,Medium,8748.095238095239
17984,Mitsubishi,Outlander,2011,Universal,185000.0,2400.0,Petrol,10500.0,16818.18181818182,Automatic,Medium,12036.0
17985,Toyota,Land Cruiser Prado,2008,SUV,250000.0,3000.0,Diesel,8500.0,17857.14285714286,Manual,Medium,8402.632558139534
17986,Mercedes,E Class,1990,Coupe,290000.0,2000.0,Petrol,3999.0,9062.5,Manual,Small,2122.6363636363635
17987,Mercedes,C Class,2001,Sedan,365000.0,2700.0,Diesel,4999.0,17380.95238095238,Automatic,Medium,3947.812030075188
17988,Toyota,Avensis,2001,Hatchback,209000.0,1800.0,Petrol,3000.0,9952.380952380952,Manual,Small,4404.448275862069
17989,Rare,F-PACE,2017,Crossover,38830.0,1999.0,Diesel,33350.0,7766.0,Automatic,Small,25647.14285714286
17990,Chevrolet,Volt,2013,Hatchback,240000.0,1400.0,Plug-in Hybrid,8990.0,26666.666666666668,Automatic,Medium,6491.263157894737
17991,Opel,Astra,1995,Universal,200000.0,1700.0,Diesel,500.0,7407.407407407408,Manual,Small,1315.1290322580646
17992,Nissan,Micra,2004,Hatchback,223540.0,1200.0,Petrol,2250.0,12418.888888888889,Manual,Medium,3570.5
17993,Renault,Kadjar,2015,Crossover,202000.0,1500.0,Diesel,10700.0,28857.14285714286,Manual,Medium,9233.55487804878
17994,Volvo,XC60,2016,Crossover,198000.0,1961.0,Diesel,17600.0,33000.0,Manual,Large,25506.457627118645
17995,Dacia,Duster,2018,Crossover,54000.0,1500.0,Diesel,12900.0,13500.0,Manual,Medium,10074.204545454546
17996,Toyota,Corolla,2005,Sedan,300000.0,1400.0,Diesel,5650.0,17647.058823529413,Manual,Medium,5384.745283018868
17997,Nissan,X-Trail,2008,Crossover,170000.0,2500.0,Metan/Propan,7800.0,12142.857142857143,Automatic,Medium,6211.1
17998,Mercedes,Vito,1997,Minivan,258008.0,2300.0,Diesel,3999.0,10320.32,Manual,Medium,3633.2444444444445
17999,Dacia,Lodgy,2016,Minivan,150000.0,1461.0,Diesel,9000.0,25000.0,Manual,Medium,7311.229508196721
18000,Toyota,Camry,2003,Sedan,196000.0,2400.0,Petrol,6449.0,10315.78947368421,Manual,Medium,4775.883116883117
18001,Mitsubishi,Lancer,2008,Sedan,259000.0,1600.0,Petrol,3500.0,18500.0,Manual,Medium,7443.508771929824
18002,KIA,Sportage,2020,SUV,30000.0,1600.0,Petrol,17450.0,15000.0,Automatic,Medium,31683.575757575756
18003,Chevrolet,Trax,2018,Crossover,33000.0,1800.0,Petrol,13750.0,8250.0,Automatic,Small,14985.32
18004,Nissan,Serena,1995,Minivan,148000.0,1600.0,Petrol,950.0,5481.481481481482,Manual,Small,2397.3
18005,Audi,A4,2009,Sedan,161001.0,2000.0,Petrol,9200.0,12384.692307692309,Automatic,Medium,10905.609375
18006,Hyundai,Matrix,2004,Universal,120000.0,1493.0,Diesel,1800.0,6666.666666666667,Manual,Small,3032.317073170732
18007,Hyundai,Santa FE,2012,Crossover,163000.0,2200.0,Diesel,16750.0,16300.0,Automatic,Medium,9105.966666666667
18008,Mercedes,E Class,2008,Sedan,228000.0,2200.0,Diesel,6000.0,16285.714285714286,Automatic,Medium,9584.293333333333
18009,Rare,Range Rover,2010,SUV,176000.0,3600.0,Diesel,24400.0,14666.666666666666,Automatic,Medium,8081.102564102564
18010,Skoda,Octavia,2013,Universal,230000.0,1200.0,Petrol,6700.0,25555.555555555555,Manual,Medium,8865.563636363637
18011,Audi,100,1986,Sedan,155550.0,1800.0,Petrol,1000.0,4320.833333333333,Manual,Small,783.3333333333334
18012,Toyota,Auris,2016,Universal,135000.0,1800.0,Hybrid,12500.0,22500.0,Automatic,Medium,14721.158536585366
18013,Hyundai,Genesis,2021,SUV,5000.0,2497.0,Petrol,47299.0,5000.0,Automatic,Small,41159.1
18014,Hyundai,Genesis,2021,SUV,600.0,2497.0,Petrol,59499.0,600.0,Automatic,Small,41159.1
18015,Hyundai,Veloster,2018,Hatchback,91000.0,2497.0,Petrol,15599.0,22750.0,Automatic,Medium,20670.709677419356
18016,KIA,Sorento,2018,SUV,97000.0,2199.0,Diesel,21999.0,24250.0,Automatic,Medium,30805.777777777777
18017,Hyundai,Santa FE,2019,SUV,48000.0,1995.0,Diesel,25499.0,16000.0,Automatic,Medium,25721.0
18018,KIA,Carnival,2020,Minivan,5000.0,2151.0,Diesel,38399.0,2500.0,Automatic,Small,31683.575757575756
18019,Hyundai,Santa FE,2017,SUV,118000.0,1995.0,Diesel,18299.0,23600.0,Automatic,Medium,16343.520408163266
18020,Hyundai,Santa FE,2017,SUV,134000.0,2199.0,Diesel,19199.0,26800.0,Automatic,Medium,16343.520408163266
18021,KIA,Sorento,2017,SUV,106000.0,1995.0,Diesel,23299.0,21200.0,Automatic,Medium,16974.197368421053
18022,KIA,Sorento,2018,SUV,114000.0,1995.0,Diesel,23399.0,28500.0,Automatic,Medium,30805.777777777777
18023,Hyundai,Santa FE,2015,SUV,187000.0,2199.0,Diesel,17399.0,26714.285714285717,Automatic,Medium,15024.877777777778
18024,KIA,Sportage,2017,Crossover,150000.0,1685.0,Diesel,15999.0,30000.0,Automatic,Medium,16974.197368421053
18025,Hyundai,Santa FE,2018,SUV,88000.0,2199.0,Diesel,25099.0,22000.0,Automatic,Medium,20670.709677419356
18026,Hyundai,Altele,2020,SUV,44000.0,2199.0,Diesel,37999.0,22000.0,Automatic,Medium,37046.89655172414
18027,Hyundai,Altele,2020,SUV,22000.0,2199.0,Diesel,38399.0,11000.0,Automatic,Medium,37046.89655172414
18028,Hyundai,Altele,2020,SUV,30000.0,2199.0,Diesel,40299.0,15000.0,Automatic,Medium,37046.89655172414
18029,Hyundai,Santa FE,2016,SUV,183000.0,2199.0,Diesel,17499.0,30500.0,Automatic,Large,16225.262295081968
18030,Hyundai,Santa FE,2016,SUV,149000.0,2199.0,Diesel,19199.0,24833.33333333333,Automatic,Medium,16225.262295081968
18031,KIA,Optima,2020,Hatchback,27000.0,1999.0,Petrol,25999.0,13500.0,Automatic,Medium,31683.575757575756
18032,Hyundai,Genesis,2019,Sedan,17000.0,3342.0,Petrol,67999.0,5666.666666666667,Automatic,Small,25721.0
18033,Hyundai,Genesis,2020,Sedan,20000.0,2497.0,Petrol,51199.0,10000.0,Automatic,Small,37046.89655172414
18034,Hyundai,Altele,2019,SUV,27000.0,2199.0,Diesel,33499.0,9000.0,Automatic,Small,25721.0
18035,Hyundai,Veloster,2018,Hatchback,60000.0,1998.0,Petrol,21199.0,15000.0,Manual,Medium,20670.709677419356
18036,Hyundai,IONIQ,2016,Hatchback,201000.0,1580.0,Hybrid,10299.0,33500.0,Automatic,Large,16225.262295081968
18037,KIA,Altele,2021,Sedan,0.0,2497.0,Petrol,37999.0,0.0,Automatic,Small,27867.5625
18038,Hyundai,Altele,2019,SUV,90000.0,2199.0,Diesel,30499.0,30000.0,Automatic,Medium,25721.0
18039,KIA,Altele,2018,Sedan,57000.0,3778.0,Petrol,43499.0,14250.0,Automatic,Medium,30805.777777777777
18040,KIA,Carnival,2016,Minivan,135000.0,2199.0,Diesel,17799.0,22500.0,Automatic,Medium,15107.488372093023
18041,KIA,Altele,2020,SUV,23000.0,2959.0,Diesel,49699.0,11500.0,Automatic,Medium,31683.575757575756
18042,KIA,Optima,2020,Sedan,2800.0,1598.0,Petrol,25699.0,1400.0,Automatic,Small,31683.575757575756
18043,Hyundai,Santa FE,2015,SUV,130000.0,2199.0,Diesel,18999.0,18571.42857142857,Automatic,Medium,15024.877777777778
18044,Opel,Zafira,2013,Minivan,178907.0,2000.0,Diesel,9649.0,19878.555555555555,Manual,Medium,6837.551724137931
18045,Volvo,S90,2018,Sedan,28000.0,2000.0,Petrol,27499.0,7000.0,Automatic,Small,30726.88888888889
18046,Hyundai,Accent,2001,Sedan,200000.0,1300.0,Petrol,1650.0,9523.809523809525,Manual,Small,2876.6666666666665
18047,Volvo,XC70,2014,Universal,153000.0,2400.0,Diesel,17000.0,19125.0,Automatic,Medium,16060.478260869566
18048,Mercedes,Series (W124),1988,Sedan,160000.0,2000.0,Metan/Propan,2200.0,4705.882352941177,Manual,Small,3174.75
18049,Volkswagen,Golf,2003,Hatchback,240000.0,1400.0,Metan/Propan,3500.0,12631.578947368422,Manual,Medium,3568.3298969072166
18050,Vaz,2105,1994,Sedan,111111.0,1300.0,Petrol,17000.0,3968.25,Manual,Small,6063.571428571428
18051,Volkswagen,Golf,1998,Sedan,250746.0,1900.0,Diesel,4200.0,10447.75,Manual,Medium,2510.8615384615387
18052,Renault,Grand Scenic,2005,Minivan,200000.0,1500.0,Diesel,3600.0,11764.70588235294,Manual,Medium,2986.1383647798743
18053,Toyota,Avensis Verso,2002,Minivan,287000.0,1970.0,Diesel,3500.0,14350.0,Manual,Medium,5224.232558139535
18054,Ford,Mondeo,2002,Universal,319000.0,2000.0,Diesel,1700.0,15950.0,Manual,Medium,2891.4444444444443
18055,Mercedes,E Class,2006,Sedan,250000.0,2200.0,Diesel,6000.0,15625.0,Manual,Medium,8511.984732824427
18056,Rare,Pacifica,2007,Hatchback,92560.0,4000.0,Metan/Propan,3800.0,6170.666666666667,Automatic,Small,5635.166666666667
18057,Mercedes,E Class,2003,Sedan,222122.0,2700.0,Diesel,4550.0,11690.631578947368,Automatic,Medium,4848.241666666667
18058,Mercedes,E Class,2000,Sedan,24000.0,1899.0,Petrol,3800.0,1090.909090909091,Manual,Small,4268.542857142857
18059,BMW,5 Series,1999,Sedan,320000.0,3000.0,Diesel,2000.0,13913.04347826087,Automatic,Medium,3839.9
18060,Hyundai,Tucson,2016,Crossover,48000.0,1999.0,Petrol,13999.0,8000.0,Automatic,Small,16225.262295081968
18061,Honda,Civic,2015,Sedan,105000.0,1999.0,Petrol,12150.0,15000.0,Automatic,Medium,14349.35
18062,BMW,X5,2005,Crossover,250000.0,3000.0,Diesel,11000.0,14705.882352941177,Automatic,Medium,7138.846153846154
18063,Nissan,Navara,2007,SUV,11111.0,2500.0,Diesel,3600.0,740.7333333333333,Manual,Small,5707.388888888889
18064,Nissan,Navara,2009,SUV,111111.0,2500.0,Diesel,4650.0,8547.0,Manual,Small,6488.630434782609
18066,Mercedes,E Class,2004,Sedan,290000.0,2200.0,Diesel,3800.0,16111.111111111111,Automatic,Medium,5684.621428571429
18067,Toyota,Auris,2010,Hatchback,149500.0,1800.0,Hybrid,8800.0,12458.333333333334,Automatic,Medium,8341.671957671957
18068,Toyota,Avensis,2002,Universal,374000.0,1995.0,Petrol,2850.0,18700.0,Manual,Medium,5224.232558139535
18069,Mazda,3,2008,Sedan,170000.0,1600.0,Metan/Propan,5000.0,12142.857142857143,Automatic,Medium,6113.27027027027
18070,Mercedes,E Class,2015,Sedan,72000.0,2143.0,Diesel,27000.0,10285.714285714286,Automatic,Medium,19659.738853503186
18071,Mercedes,B Class,2010,Hatchback,200000.0,1700.0,Metan/Propan,7199.0,16666.666666666668,Automatic,Medium,12290.094017094018
18072,Toyota,Corolla,2006,Universal,190000.0,1400.0,Diesel,5500.0,11875.0,Automatic,Medium,6242.043689320389
18073,Rare,C5,2012,Sedan,126352.0,1600.0,Petrol,7300.0,12635.2,Automatic,Medium,12690.562913907284
18074,Rare,Korando,2001,SUV,150000.0,2900.0,Diesel,3500.0,7142.857142857143,Manual,Small,2948.784090909091
18075,Renault,Scenic,2010,Microvan,245000.0,1500.0,Diesel,5250.0,20416.666666666668,Manual,Medium,5281.601307189542
18076,Honda,Civic,2009,Sedan,1111.0,1300.0,Hybrid,6000.0,85.46153846153847,Automatic,Small,6877.0
18077,Opel,Vectra,2003,Sedan,397860.0,2200.0,Diesel,1700.0,20940.0,Manual,Medium,3275.6805555555557
18078,Vaz,21099,1991,Sedan,180000.0,1500.0,Petrol,1300.0,5806.451612903225,Manual,Small,3894.0
18079,Opel,Omega,1995,Sedan,250000.0,1999.0,Petrol,1100.0,9259.25925925926,Manual,Small,1315.1290322580646
18080,Nissan,Note,2007,Microvan,155000.0,1500.0,Diesel,4300.0,10333.333333333334,Manual,Medium,5707.388888888889
18081,Opel,Omega,1992,Sedan,123456.0,2000.0,Petrol,900.0,4115.2,Automatic,Small,1584.1860465116279
18082,Volkswagen,Transporter,1998,Minivan,500000.0,2500.0,Diesel,4600.0,20833.33333333333,Manual,Medium,2510.8615384615387
18083,Toyota,Corolla,2005,Hatchback,230500.0,1400.0,Diesel,5000.0,13558.823529411764,Manual,Medium,5384.745283018868
18084,Honda,CR-V,2013,Crossover,152550.0,2200.0,Diesel,16500.0,16950.0,Automatic,Medium,16237.4375
18085,Mercedes,E Class,1996,Sedan,368000.0,3000.0,Diesel,5000.0,14153.846153846154,Manual,Medium,4038.2448979591836
18086,Volkswagen,Passat,2011,Universal,198000.0,1400.0,Petrol,7999.0,18000.0,Manual,Medium,8706.567765567766
18087,BMW,5 Series,2006,Sedan,196000.0,2500.0,Metan/Propan,9999.0,12250.0,Automatic,Medium,7998.085106382979
18088,BMW,5 Series,2004,Sedan,325000.0,3000.0,Diesel,9900.0,18055.555555555555,Automatic,Medium,6565.737588652482
18089,Hyundai,Santa FE,2015,Crossover,150000.0,2200.0,Diesel,19700.0,21428.571428571428,Automatic,Medium,15024.877777777778
18090,Chevrolet,Rezzo,2004,Hatchback,158888.0,1600.0,Metan/Propan,1750.0,8827.111111111111,Manual,Small,2200.0
18091,KIA,Cerato,2006,Hatchback,214567.0,1500.0,Diesel,2300.0,13410.4375,Manual,Medium,3990.2758620689656
18092,Hyundai,Santa FE,2008,Crossover,123456.0,2200.0,Diesel,6300.0,8818.285714285714,Manual,Small,5043.132075471698
18093,Renault,Modus,2011,Hatchback,158888.0,1500.0,Diesel,3100.0,14444.363636363636,Manual,Medium,5763.9639175257735
18094,Volkswagen,Touareg,2013,SUV,144000.0,3000.0,Diesel,14999.0,16000.0,Automatic,Medium,9820.495192307691
18095,Volkswagen,Passat,2008,Hatchback,165000.0,1400.0,Petrol,5600.0,11785.714285714286,Manual,Medium,5636.201219512195
